Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Year,Order Month
9362,CA-2017-111591,,,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105.00,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3-4 x 5-1-8, 10-Pack",30.58,6.00,20.00%,10.32,34%,1900,1
9363,CA-2017-111591,,,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105.00,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12-Pack",13.02,7.00,0.00%,0.39,3%,1900,1
9364,CA-2017-111591,,,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105.00,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3.00,0.00%,6.42,29%,1900,1
9365,CA-2017-111591,,,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105.00,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4.00,0.00%,7.19,2%,1900,1
9366,US-2014-166828,,,First Class,JF-15415,Jennifer Ferguson,Consumer,United States,Saint Charles,Missouri,63301.00,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2.00,0.00%,5.66,49%,1900,1
9367,CA-2014-108147,06-08-2014,,Standard Class,RD-19480,Rick Duston,Consumer,United States,Long Beach,New York,11561.00,East,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1-2"" x 14"" Sheets",68.48,2.00,20.00%,25.68,38%,2014,8
9368,CA-2014-108147,06-08-2014,,Standard Class,RD-19480,Rick Duston,Consumer,United States,Long Beach,New York,11561.00,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88,6.00,0.00%,83.84,5%,2014,8
9369,CA-2016-154998,04-07-2016,04-09-2016,First Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,New Jersey,8701.00,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94,2.00,0.00%,18.21,48%,2016,7
9370,CA-2017-113460,11-07-2017,11-09-2017,Second Class,KN-16390,Katherine Nockton,Corporate,United States,Clinton,Maryland,20735.00,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,272.97,3.00,0.00%,43.68,16%,2017,7
9371,CA-2015-111339,,,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229.00,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.57,4.00,20.00%,-4.16,-10%,1900,1
9372,CA-2015-111339,,,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229.00,East,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,317.06,3.00,30.00%,-86.06,-27%,1900,1
9373,CA-2015-111339,,,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229.00,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5.00,20.00%,2.91,36%,1900,1
9374,CA-2017-102820,05-07-2017,05-11-2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Pasadena,California,91104.00,West,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.94,7.00,20.00%,52.49,13%,2017,7
9375,CA-2016-149671,06-05-2016,06-09-2016,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Seattle,Washington,98105.00,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,61.38,6.00,0.00%,15.96,26%,2016,5
9376,CA-2015-126347,,,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045.00,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.00,2.00,0.00%,10.50,21%,1900,1
9377,CA-2017-108756,,,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,East Orange,New Jersey,7017.00,East,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,31.80,3.00,0.00%,13.67,43%,1900,1
9378,CA-2017-155362,,,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Eau Claire,Wisconsin,54703.00,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,32.56,2.00,0.00%,8.47,26%,1900,1
9379,CA-2016-117625,05-10-2016,,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois,60610.00,Central,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.07,2.00,20.00%,2.39,34%,2016,10
9380,CA-2014-154158,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.00,South,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.53,3.00,20.00%,15.93,35%,1900,1
9381,CA-2014-154158,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.00,South,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4-Carton",64.78,1.00,20.00%,6.48,10%,1900,1
9382,CA-2014-154158,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.00,South,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,424.27,2.00,20.00%,-10.61,-3%,1900,1
9383,CA-2014-154158,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.00,South,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.34,1.00,20.00%,0.50,38%,1900,1
9384,CA-2014-154158,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614.00,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,5.00,20.00%,-1.05,-1%,1900,1
9385,CA-2017-100433,08-11-2017,,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New York City,New York,10009.00,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,25.92,4.00,0.00%,12.44,48%,2017,11
9386,CA-2017-163097,,,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Mesa,Arizona,85204.00,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,120.58,8.00,20.00%,33.16,28%,1900,1
9387,US-2017-127292,,,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,5408.00,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,79.92,4.00,0.00%,37.56,47%,1900,1
9388,US-2017-127292,,,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,5408.00,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28,1.00,0.00%,5.77,47%,1900,1
9389,US-2017-127292,,,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,5408.00,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3.00,0.00%,152.02,28%,1900,1
9390,US-2017-127292,,,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,5408.00,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2.04,1.00,0.00%,0.96,47%,1900,1
9391,CA-2015-163734,,,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Houston,Texas,77070.00,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5.00,20.00%,14.31,6%,1900,1
9392,CA-2017-162474,,,First Class,FH-14275,Frank Hawley,Corporate,United States,Aurora,Illinois,60505.00,Central,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,7.99,1.00,20.00%,2.60,33%,1900,1
9393,CA-2015-130848,,,Same Day,DG-13300,Deirdre Greer,Corporate,United States,Denver,Colorado,80219.00,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,582.34,8.00,20.00%,-29.12,-5%,1900,1
9394,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,629.95,5.00,0.00%,157.49,25%,1900,1
9395,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.78,2.00,10.00%,140.40,22%,1900,1
9396,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,801.57,2.00,20.00%,-10.02,-1%,1900,1
9397,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6.00,0.00%,35.33,47%,1900,1
9398,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,30.98,1.00,0.00%,8.05,26%,1900,1
9399,CA-2014-125997,,,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.00,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91,9.00,0.00%,661.46,49%,1900,1
9400,CA-2016-103128,11-11-2016,,Standard Class,SC-20845,Sung Chung,Consumer,United States,Arlington Heights,Illinois,60004.00,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,14.11,6.00,20.00%,1.23,9%,2016,11
9401,CA-2015-167696,,,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Newport News,Virginia,23602.00,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,31.12,4.00,0.00%,14.63,47%,1900,1
9402,CA-2014-159814,,,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705.00,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4.27,2.00,20.00%,0.96,23%,1900,1
9403,CA-2016-105459,08-12-2016,,Second Class,NP-18700,Nora Preis,Consumer,United States,New York City,New York,10024.00,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,209.15,2.00,40.00%,-66.23,-32%,2016,12
9404,CA-2016-105459,08-12-2016,,Second Class,NP-18700,Nora Preis,Consumer,United States,New York City,New York,10024.00,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1591.02,6.00,0.00%,286.38,18%,2016,12
9405,CA-2017-141663,,,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,5.00,20.00%,1.68,21%,1900,1
9406,CA-2014-152618,,,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653.00,Central,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2.00,30.00%,156.05,27%,1900,1
9407,CA-2014-152618,,,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653.00,Central,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,8.45,2.00,20.00%,2.64,31%,1900,1
9408,CA-2017-162789,,,Second Class,LC-17140,Logan Currie,Consumer,United States,New York City,New York,10035.00,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,1071.00,9.00,0.00%,171.36,16%,1900,1
9409,CA-2017-162789,,,Second Class,LC-17140,Logan Currie,Consumer,United States,New York City,New York,10035.00,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,12.07,1.00,0.00%,3.98,33%,1900,1
9410,US-2017-110149,12-10-2017,,First Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,3.27,1.00,70.00%,-2.51,-77%,2017,10
9411,US-2017-110149,12-10-2017,,First Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",87.92,5.00,20.00%,15.39,18%,2017,10
9412,CA-2016-108959,03-10-2016,,Second Class,MH-17785,Maya Herman,Corporate,United States,Glendale,Arizona,85301.00,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1-2 Capacity Data Binder Rack, Pearl",104.70,1.00,20.00%,6.54,6%,2016,10
9413,CA-2015-164777,,,First Class,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036.00,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5.00,20.00%,0.00,0%,1900,1
9414,CA-2016-132017,,,First Class,MH-17620,Matt Hagelstein,Corporate,United States,Houston,Texas,77041.00,Central,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,6.82,2.00,80.00%,-11.59,-170%,1900,1
9415,CA-2015-127824,,,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115.00,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,249.58,2.00,20.00%,15.60,6%,1900,1
9416,CA-2015-127824,,,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115.00,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3.00,0.00%,8.79,49%,1900,1
9417,CA-2015-127824,,,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115.00,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3.00,0.00%,3.24,32%,1900,1
9418,CA-2014-148285,,11-01-2014,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Fayetteville,North Carolina,28314.00,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,10.37,2.00,20.00%,3.63,35%,1900,1
9419,CA-2014-148285,,11-01-2014,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Fayetteville,North Carolina,28314.00,South,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,11.95,3.00,20.00%,4.03,34%,1900,1
9420,CA-2017-152926,10-02-2017,10-04-2017,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,77041.00,Central,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,15.22,2.00,80.00%,-38.82,-255%,2017,2
9421,CA-2017-152926,10-02-2017,10-04-2017,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,77041.00,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,21.98,6.00,80.00%,-56.06,-255%,2017,2
9422,CA-2014-145254,,,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122.00,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,604.75,6.00,20.00%,60.48,10%,1900,1
9423,CA-2014-145254,,,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122.00,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,40.70,5.00,0.00%,11.80,29%,1900,1
9424,CA-2014-145254,,,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122.00,West,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.38,3.00,20.00%,37.80,13%,1900,1
9425,CA-2014-145254,,,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122.00,West,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.00,3.00,0.00%,4.95,11%,1900,1
9426,CA-2014-116246,09-12-2014,,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035.00,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.29,6.00,10.00%,420.59,11%,2014,12
9427,CA-2016-160479,,,Standard Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105.00,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.40,5.00,0.00%,13.45,38%,1900,1
9428,CA-2014-167486,,12-01-2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Buffalo,New York,14215.00,East,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.90,5.00,0.00%,39.98,20%,1900,1
9429,CA-2014-152100,05-11-2014,,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,77340.00,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,8.00,30.00%,-69.31,-6%,2014,11
9430,CA-2015-166219,,09-01-2015,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081.00,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,5.00,20.00%,82.50,8%,1900,1
9431,CA-2015-166219,,09-01-2015,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081.00,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,103.48,1.00,30.00%,-16.26,-16%,1900,1
9432,CA-2015-111864,,,Same Day,PP-18955,Paul Prost,Home Office,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,5.90,2.00,20.00%,1.99,34%,1900,1
9433,CA-2015-119627,,,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345.00,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2.00,20.00%,-5.26,-18%,1900,1
9434,CA-2015-119627,,,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345.00,West,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,36.29,7.00,20.00%,12.70,35%,1900,1
9435,CA-2015-119627,,,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345.00,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,10.27,3.00,20.00%,1.16,11%,1900,1
9436,CA-2015-119627,,,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345.00,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,252.80,4.00,20.00%,-31.60,-13%,1900,1
9437,CA-2015-160787,,,Same Day,BM-11785,Bryan Mills,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7-8"" x 11"", Light Blue",2.95,2.00,70.00%,-2.06,-70%,1900,1
9438,CA-2017-107853,,,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Oceanside,California,92054.00,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,12.96,2.00,0.00%,6.22,48%,1900,1
9439,CA-2017-126144,,08-05-2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,285.58,4.00,40.00%,-57.12,-20%,1900,1
9440,US-2014-154655,10-12-2014,,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623.00,Central,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7-8"" Cut, 8""L",22.24,2.00,20.00%,2.50,11%,2014,12
9441,CA-2014-100391,,,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035.00,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2.00,0.00%,6.73,46%,1900,1
9442,CA-2014-165477,,,Second Class,RE-19405,Ricardo Emerson,Consumer,United States,Kent,Ohio,44240.00,East,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,5.00,20.00%,6.05,13%,1900,1
9443,CA-2017-165904,04-07-2017,04-11-2017,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Jacksonville,Florida,32216.00,South,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,16.26,2.00,20.00%,1.22,8%,2017,7
9444,CA-2017-165904,04-07-2017,04-11-2017,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Jacksonville,Florida,32216.00,South,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.18,2.00,20.00%,19.18,9%,2017,7
9445,CA-2015-104052,03-01-2015,03-02-2015,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019.00,Central,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4.00,20.00%,34.74,36%,2015,1
9446,CA-2015-168277,,06-03-2015,Standard Class,KB-16315,Karl Braun,Consumer,United States,Indianapolis,Indiana,46203.00,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39,3.00,0.00%,5.70,46%,1900,1
9447,CA-2016-158617,,,Standard Class,AC-10660,Anna Chung,Consumer,United States,Lawrence,Indiana,46226.00,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,35.88,6.00,0.00%,16.15,45%,1900,1
9448,CA-2017-136882,,06-03-2017,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Tulsa,Oklahoma,74133.00,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",477.30,5.00,0.00%,138.42,29%,1900,1
9449,US-2016-148957,,,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Redmond,Washington,98052.00,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,12.32,4.00,0.00%,5.91,48%,1900,1
9450,CA-2014-140032,09-08-2014,,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109.00,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1-2"" X 11""",8.61,2.00,20.00%,3.01,35%,2014,8
9451,CA-2017-145506,06-03-2017,06-07-2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Spokane,Washington,99207.00,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,136.26,9.00,0.00%,5.45,4%,2017,3
9452,CA-2015-129546,,10-05-2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032.00,West,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,3.00,0.00%,55.85,30%,1900,1
9453,CA-2015-129546,,10-05-2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032.00,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.79,6.00,20.00%,26.58,33%,1900,1
9454,CA-2015-129546,,10-05-2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032.00,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3.00,0.00%,13.69,29%,1900,1
9455,CA-2015-129546,,10-05-2015,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032.00,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.78,2.00,20.00%,-8.28,-23%,1900,1
9456,CA-2016-140977,,,Second Class,JL-15175,James Lanier,Home Office,United States,Chattanooga,Tennessee,37421.00,South,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,91.48,1.00,50.00%,-1.83,-2%,1900,1
9457,CA-2017-151855,,06-03-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,27405.00,South,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.19,3.00,20.00%,0.34,1%,1900,1
9458,CA-2017-151855,,06-03-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,27405.00,South,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray-Clear, 3-pkg",12.06,5.00,70.00%,-10.05,-83%,1900,1
9459,CA-2014-138240,10-09-2014,,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122.00,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.60,3.00,0.00%,41.93,29%,2014,9
9460,CA-2014-138240,10-09-2014,,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122.00,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,15.99,1.00,20.00%,-3.00,-19%,2014,9
9461,CA-2014-101833,,,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024.00,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3.00,0.00%,17.22,50%,1900,1
9462,CA-2014-100867,,,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712.00,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.55,6.00,20.00%,20.10,6%,1900,1
9463,US-2017-109610,,,Second Class,BS-11590,Brendan Sweed,Corporate,United States,Louisville,Kentucky,40214.00,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2.00,0.00%,168.47,24%,1900,1
9464,CA-2014-156545,,03-03-2014,First Class,JS-16030,Joy Smith,Consumer,United States,Columbus,Ohio,43229.00,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,4.00,20.00%,3.40,18%,1900,1
9465,CA-2014-109127,,,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711.00,East,OFF-LA-10004409,Office Supplies,Labels,Avery 492,17.28,6.00,0.00%,7.95,46%,1900,1
9466,CA-2016-126858,,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Seattle,Washington,98115.00,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2.00,0.00%,1.60,5%,1900,1
9467,CA-2017-102925,11-05-2017,11-10-2017,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024.00,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,164.69,6.00,20.00%,55.58,34%,2017,5
9468,CA-2017-102925,11-05-2017,11-10-2017,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024.00,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,166.50,2.00,40.00%,-66.60,-40%,2017,5
9469,CA-2017-102925,11-05-2017,11-10-2017,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024.00,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,12.96,2.00,0.00%,6.22,48%,2017,5
